,Player,Actual,Adjusted,Year
11439,Thabo Sefolosha,"$4,000,000","$4,966,702",2016
11440,Ian Mahinmi,"$4,000,000","$4,966,702",2016
11441,Jordan Hill,"$4,000,000","$4,966,702",2016
11442,Alan Anderson,"$4,000,000","$4,966,702",2016
11443,Nemanja Bjelica,"$3,950,000","$4,904,618",2016
11444,Harrison Barnes,"$3,873,398","$4,809,504",2016
11445,Marreese Speights,"$3,815,500","$4,737,613",2016
11446,Alex Len,"$3,807,120","$4,727,208",2016
11447,Dante Exum,"$3,777,720","$4,690,703",2016
11448,Steve Novak,"$3,758,017","$4,666,237",2016
11449,Kyle O'Quinn,"$3,750,000","$4,656,283",2016
11450,Nick Collison,"$3,750,000","$4,656,283",2016
11451,Mario Hezonja,"$3,741,480","$4,645,704",2016
11452,Terrence Ross,"$3,553,917","$4,412,812",2016
11453,Lavoy Allen,"$3,550,000","$4,407,948",2016
11454,Matt Barnes,"$3,542,500","$4,398,636",2016
11455,Will Barton,"$3,533,333","$4,387,253",2016
11456,Nerlens Noel,"$3,457,800","$4,293,466",2016
11457,Marcus Smart,"$3,431,040","$4,260,238",2016
11458,Evan Turner,"$3,425,510","$4,253,372",2016
11459,Bojan Bogdanovic,"$3,425,510","$4,253,372",2016
11460,Willie Cauley-Stein,"$3,398,280","$4,219,561",2016
11461,Quincy Pondexter,"$3,382,023","$4,199,375",2016
11462,Paul Pierce,"$3,376,000","$4,191,897",2016
11463,Anthony Morrow,"$3,344,000","$4,152,163",2016
11464,Mike Scott,"$3,333,333","$4,138,918",2016
11465,Drew Gooden,"$3,300,000","$4,097,529",2016
11466,Andre Drummond,"$3,272,090","$4,062,874",2016
11467,Norris Cole,"$3,203,780","$3,978,055",2016
11468,Patrick Mills,"$3,200,000","$3,973,362",2016
11469,KJ McDaniels,"$3,189,794","$3,960,689",2016
11470,Ben McLemore,"$3,156,600","$3,919,473",2016
11471,Randy Foye,"$3,135,000","$3,892,653",2016
11472,Julius Randle,"$3,132,240","$3,889,226",2016
11473,Austin Rivers,"$3,110,796","$3,862,599",2016
11474,Emmanuel Mudiay,"$3,102,240","$3,851,975",2016
11475,Meyers Leonard,"$3,075,879","$3,819,244",2016
11476,Jeremy Lamb,"$3,034,356","$3,767,686",2016
11477,DJ Augustin,"$3,000,000","$3,725,027",2016
11478,Anthony Tolliver,"$3,000,000","$3,725,027",2016
11479,Brandon Bass,"$3,000,000","$3,725,027",2016
11480,Jerryd Bayless,"$3,000,000","$3,725,027",2016
11481,Toney Douglas,"$2,971,568","$3,689,723",2016
11482,John Henson,"$2,943,220","$3,654,524",2016
11483,Luis Scola,"$2,900,000","$3,600,859",2016
11484,Moe Harkless,"$2,894,058","$3,593,481",2016
11485,Kentavious Caldwell-Pope,"$2,891,760","$3,590,628",2016
11486,Kirk Hinrich,"$2,870,000","$3,563,609",2016
11487,Nik Stauskas,"$2,869,440","$3,562,913",2016
11488,Udonis Haslem,"$2,854,940","$3,544,909",2016
11489,Brian Roberts,"$2,854,940","$3,544,909",2016
11490,Dante Cunningham,"$2,850,000","$3,538,775",2016
11491,Stanley Johnson,"$2,841,960","$3,528,792",2016
11492,Omri Casspi,"$2,836,186","$3,521,623",2016
11493,Darrell Arthur,"$2,814,000","$3,494,075",2016
11494,Kevin Seraphin,"$2,814,000","$3,494,075",2016
11495,Sonny Weems,"$2,814,000","$3,494,075",2016
11496,Manu Ginobili,"$2,814,000","$3,494,075",2016
11497,Bismack Biyombo,"$2,814,000","$3,494,075",2016
11498,Tibor Pleiss,"$2,700,000","$3,352,524",2016
11499,Furkan Aldemir,"$2,683,841","$3,332,460",2016
11500,Trey Burke,"$2,658,240","$3,300,671",2016
11501,Noah Vonleh,"$2,637,720","$3,275,192",2016
11502,Tyler Zeller,"$2,616,975","$3,249,434",2016
11503,Frank Kaminsky,"$2,612,520","$3,243,902",2016
11504,CJ McCollum,"$2,525,160","$3,135,429",2016
11505,Elfrid Payton,"$2,505,720","$3,111,291",2016
11506,Joel Anthony,"$2,500,000","$3,104,189",2016
11507,Leandro Barbosa,"$2,500,000","$3,104,189",2016
11508,James Johnson,"$2,500,000","$3,104,189",2016
11509,Terrence Jones,"$2,489,529","$3,091,187",2016
11510,Justise Winslow,"$2,481,720","$3,081,491",2016
11511,Shelvin Mack,"$2,433,333","$3,021,410",2016
11512,Michael Carter-Williams,"$2,399,040","$2,978,829",2016
11513,Andrew Nicholson,"$2,380,593","$2,955,924",2016
11514,Doug McDermott,"$2,380,440","$2,955,734",2016
11515,Tony Wroten,"$2,346,760","$2,913,913",2016
11516,Jordan Farmar,"$2,291,455","$2,845,243",2016
11517,Evan Fournier,"$2,288,204","$2,841,207",2016
11518,Steven Adams,"$2,279,040","$2,829,828",2016
11519,Myles Turner,"$2,277,960","$2,828,487",2016
11520,Jared Sullinger,"$2,269,260","$2,817,684",2016
11521,Aaron Brooks,"$2,250,000","$2,793,770",2016
11522,Trey Lyles,"$2,239,800","$2,781,105",2016
11523,Ramon Sessions,"$2,170,465","$2,695,013",2016
11524,Kelly Olynyk,"$2,165,160","$2,688,426",2016
11525,Zach LaVine,"$2,148,360","$2,667,566",2016
11526,Kendall Marshall,"$2,144,772","$2,663,111",2016
11527,Jeremy Lin,"$2,139,000","$2,655,944",2016
11528,Gary Neal,"$2,139,000","$2,655,944",2016
11529,Miles Plumlee,"$2,109,293","$2,619,057",2016
11530,Maurice Williams,"$2,100,000","$2,607,518",2016
11531,Danny Granger,"$2,100,000","$2,607,518",2016
11532,Steve Blake,"$2,100,000","$2,607,518",2016
11533,Joe Ingles,"$2,100,000","$2,607,518",2016
11534,Beno Udrih,"$2,080,465","$2,583,262",2016
11535,Shabazz Muhammad,"$2,056,920","$2,554,027",2016
11536,Devin Booker,"$2,055,840","$2,552,686",2016
11537,TJ Warren,"$2,041,080","$2,534,359",2016
11538,Perry Jones,"$2,038,206","$2,530,790",2016
11539,Cameron Payne,"$2,021,520","$2,510,072",2016
11540,Festus Ezeli,"$2,008,748","$2,494,213",2016
11541,Kent Bazemore,"$2,000,000","$2,483,351",2016
11542,DeJuan Blair,"$2,000,000","$2,483,351",2016
11543,Giannis Antetokounmpo,"$1,953,960","$2,426,184",2016
11544,Adreian Payne,"$1,938,840","$2,407,410",2016
11545,Kelly Oubre,"$1,920,240","$2,384,315",2016
11546,Jusuf Nurkic,"$1,842,000","$2,287,166",2016
11547,Lucas Nogueira,"$1,842,000","$2,287,166",2016
11548,Terry Rozier,"$1,824,360","$2,265,263",2016
11549,Dennis Schroeder,"$1,763,400","$2,189,570",2016
11550,Zoran Dragic,"$1,756,500","$2,181,003",2016
11551,James Young,"$1,749,840","$2,172,733",2016
11552,Rashad Vaughn,"$1,733,040","$2,151,873",2016
11553,Ryan Kelly,"$1,724,250","$2,140,959",2016
11554,Joffrey Lauvergne,"$1,709,719","$2,122,916",2016
11555,Louis Amundson,"$1,700,000","$2,110,848",2016
11556,Tyler Ennis,"$1,662,360","$2,064,111",2016
11557,Sam Dekker,"$1,646,400","$2,044,294",2016
11558,Lance Thomas,"$1,636,842","$2,032,426",2016
11559,Sergey Karasev,"$1,599,840","$1,986,482",2016
11560,Gary Harris,"$1,587,480","$1,971,135",2016
11561,Jerian Grant,"$1,572,360","$1,952,361",2016
11562,Tony Snell,"$1,535,880","$1,907,064",2016
11563,Bruno Caboclo,"$1,524,000","$1,892,313",2016
11564,Delon Wright,"$1,509,360","$1,874,135",2016
11565,Shane Larkin,"$1,500,000","$1,862,513",2016
11566,Wayne Ellington,"$1,500,000","$1,862,513",2016
11567,James Jones,"$1,499,187","$1,861,504",2016
11568,Richard Jefferson,"$1,499,187","$1,861,504",2016
11569,Charlie Villanueva,"$1,499,187","$1,861,504",2016
11570,Samuel Dalembert,"$1,499,187","$1,861,504",2016
11571,Jason Terry,"$1,499,187","$1,861,504",2016
11572,Metta World Peace,"$1,499,187","$1,861,504",2016
11573,Amare Stoudemire,"$1,499,187","$1,861,504",2016
11574,Tayshaun Prince,"$1,499,187","$1,861,504",2016
11575,Kendrick Perkins,"$1,499,187","$1,861,504",2016
11576,Ronnie Price,"$1,499,187","$1,861,504",2016
11577,Caron Butler,"$1,499,187","$1,861,504",2016
11578,Rasual Butler,"$1,499,187","$1,861,504",2016
11579,Matt Bonner,"$1,499,187","$1,861,504",2016
11580,David West,"$1,499,187","$1,861,504",2016
11581,Andre Miller,"$1,490,369","$1,850,554",2016
11582,Gorgui Dieng,"$1,474,440","$1,830,776",2016
11583,Mitch McGary,"$1,463,040","$1,816,621",2016
11584,Justin Anderson,"$1,449,000","$1,799,188",2016
11585,Marcus Thornton,"$1,436,891","$1,784,152",2016
11586,Pablo Prigioni,"$1,421,348","$1,764,852",2016
11587,Mason Plumlee,"$1,415,520","$1,757,616",2016
11588,Jordan Adams,"$1,404,600","$1,744,057",2016
11589,Andrea Bargnani,"$1,362,897","$1,692,276",2016
11590,Gerald Green,"$1,362,897","$1,692,276",2016
11591,Solomon Hill,"$1,358,880","$1,687,288",2016
11592,Aaron Gray,"$1,356,146","$1,683,893",2016
11593,Sasha Vujacic,"$1,356,146","$1,683,893",2016
11594,Rodney Hood,"$1,348,440","$1,674,325",2016
11595,Matthew Dellavedova,"$1,347,276","$1,672,879",2016
11596,Bobby Portis,"$1,344,120","$1,668,961",2016
11597,Rondae Hollis-Jefferson,"$1,335,480","$1,658,233",2016
11598,Alonzo Gee,"$1,320,000","$1,639,011",2016
11599,Tim Hardaway Jr,"$1,304,520","$1,619,790",2016
11600,Nikola Jokic,"$1,300,000","$1,614,178",2016
11601,Shabazz Napier,"$1,294,440","$1,607,274",2016
11602,Tyus Jones,"$1,282,080","$1,591,927",2016
11603,Sasha Kaun,"$1,276,000","$1,584,378",2016
11604,Cartier Martin,"$1,270,964","$1,578,125",2016
11605,Brandon Rush,"$1,270,964","$1,578,125",2016
11606,Luc Mbah a Moute,"$1,270,964","$1,578,125",2016
11607,Reggie Bullock,"$1,252,400","$1,555,074",2016
11608,Clint Capela,"$1,242,720","$1,543,055",2016
11609,Jarell Martin,"$1,230,840","$1,528,304",2016
11610,Andre Roberson,"$1,210,800","$1,503,420",2016
11611,PJ Hairston,"$1,201,440","$1,491,798",2016
11612,Boban Marjanovic,"$1,200,000","$1,490,010",2016
11613,Tyler Hansbrough,"$1,185,784","$1,472,359",2016
11614,Jeremy Evans,"$1,185,784","$1,472,359",2016
11615,Rudy Gobert,"$1,175,880","$1,460,061",2016
11616,Jordan Mickey,"$1,170,960","$1,453,952",2016
11617,Archie Goodwin,"$1,160,160","$1,440,542",2016
11618,CJ Wilcox,"$1,159,680","$1,439,946",2016
11619,Larry Nance Jr,"$1,155,600","$1,434,880",2016
11620,Chris Copeland,"$1,150,000","$1,427,927",2016
11621,Damjan Rudez,"$1,149,500","$1,427,306",2016
11622,RJ Hunter,"$1,148,640","$1,426,238",2016
11623,Kyle Anderson,"$1,142,880","$1,419,086",2016
11624,Chris McCullough,"$1,140,240","$1,415,808",2016
11625,Josh Huestis,"$1,140,240","$1,415,808",2016
11626,Kevon Looney,"$1,131,960","$1,405,527",2016
11627,JaKarr Sampson,"$1,103,547","$1,370,247",2016
11628,Cole Aldrich,"$1,100,602","$1,366,590",2016
11629,Wesley Johnson,"$1,100,602","$1,366,590",2016
11630,Luke Babbitt,"$1,100,602","$1,366,590",2016
11631,Ishmael Smith,"$1,100,602","$1,366,590",2016
11632,Garrett Temple,"$1,100,602","$1,366,590",2016
11633,Glenn Robinson III,"$1,100,000","$1,365,843",2016
11634,Ray McCallum,"$1,076,758","$1,336,983",2016
11635,Richaun Holmes,"$1,075,000","$1,334,801",2016
11636,Jared Cunningham,"$1,039,074","$1,290,191",2016
11637,Jon Leuer,"$1,035,000","$1,285,134",2016
11638,Donald Sloan,"$1,015,421","$1,260,823",2016
11639,E'Twaun Moore,"$1,015,421","$1,260,823",2016
11640,Joey Dorsey,"$1,015,421","$1,260,823",2016
11641,James Anderson,"$1,015,421","$1,260,823",2016
11642,Phil Pressey,"$1,014,142","$1,259,235",2016
11643,Rakeem Christmas,"$1,007,026","$1,250,399",2016
11644,Joseph Young,"$1,007,026","$1,250,399",2016
11645,Walter Tavares,"$1,000,000","$1,241,675",2016
11646,Montrezl Harrell,"$1,000,000","$1,241,675",2016
11647,Robert Covington,"$1,000,000","$1,241,675",2016
11648,Tim Frazier,"$989,216","$1,228,285",2016
11649,Robert Sacre,"$981,358","$1,218,528",2016
11650,John Jenkins,"$981,349","$1,218,517",2016
11651,Thomas Robinson,"$981,348","$1,218,515",2016
11652,Hassan Whiteside,"$981,348","$1,218,515",2016
11653,Quincy Acy,"$981,348","$1,218,515",2016
11654,Christapher Johnson,"$981,348","$1,218,515",2016
11655,Mike Muscala,"$947,276","$1,176,209",2016
11656,Troy Daniels,"$947,276","$1,176,209",2016
11657,Justin Holiday,"$947,276","$1,176,209",2016
11658,Gal Mekel,"$947,276","$1,176,209",2016
11659,Ian Clark,"$947,276","$1,176,209",2016
11660,Dewayne Dedmon,"$947,276","$1,176,209",2016
11661,Isaiah Canaan,"$947,276","$1,176,209",2016
11662,Hollis Thompson,"$947,276","$1,176,209",2016
11663,Allen Crabbe,"$947,276","$1,176,209",2016
11664,Seth Curry,"$947,276","$1,176,209",2016
11665,Jeff Withey,"$947,276","$1,176,209",2016
11666,James Ennis,"$944,477","$1,172,733",2016
11667,Elton Brand,"$890,693","$1,105,951",2016
11668,Damien Inglis,"$855,000","$1,061,632",2016
11669,Markel Brown,"$845,059","$1,049,289",2016
11670,Cameron Bairstow,"$845,059","$1,049,289",2016
11671,Dwight Powell,"$845,059","$1,049,289",2016
11672,Nick Johnson,"$845,059","$1,049,289",2016
11673,Spencer Dinwiddie,"$845,059","$1,049,289",2016
11674,James Michael McAdoo,"$845,059","$1,049,289",2016
11675,Shayne Whittington,"$845,059","$1,049,289",2016
11676,Tarik Black,"$845,059","$1,049,289",2016
11677,Jordan Clarkson,"$845,059","$1,049,289",2016
11678,Russ Smith,"$845,059","$1,049,289",2016
11679,JaMychal Green,"$845,059","$1,049,289",2016
11680,Tyler Johnson,"$845,059","$1,049,289",2016
11681,Johnny O'Bryant,"$845,059","$1,049,289",2016
11682,Jarnell Stokes,"$845,059","$1,049,289",2016
11683,Cleanthony Early,"$845,059","$1,049,289",2016
11684,Langston Galloway,"$845,059","$1,049,289",2016
11685,Devyn Marble,"$845,059","$1,049,289",2016
11686,Joe Harris,"$845,059","$1,049,289",2016
11687,Jerami Grant,"$845,059","$1,049,289",2016
11688,Eric Moreland,"$845,059","$1,049,289",2016
11689,Raul Neto,"$840,000","$1,043,007",2016
11690,Kostas Papanikolaou,"$800,320","$993,737",2016
11691,Pierre Jackson,"$750,000","$931,256",2016
11692,Norman Powell,"$650,000","$807,089",2016
11693,Jimmer Fredette,"$625,167","$776,253",2016
11694,Pat Connaughton,"$625,093","$776,162",2016
11695,Ryan Hollins,"$615,906","$764,755",2016
11696,Darrun Hilliard,"$600,000","$745,005",2016
11697,Lamar Patterson,"$525,093","$651,995",2016
11698,Willie Reed,"$525,093","$651,995",2016
11699,Aaron Harrison,"$525,093","$651,995",2016
11700,Cristiano Felicio,"$525,093","$651,995",2016
11701,Salah Mejri,"$525,093","$651,995",2016
11702,Maurice Ndour,"$525,093","$651,995",2016
11703,Branden Dawson,"$525,093","$651,995",2016
11704,Marcelo Huertas,"$525,093","$651,995",2016
11705,Anthony Brown,"$525,093","$651,995",2016
11706,Michael Frazier,"$525,093","$651,995",2016
11707,Josh Richardson,"$525,093","$651,995",2016
11708,TJ McConnell,"$525,093","$651,995",2016
11709,Cliff Alexander,"$525,093","$651,995",2016
11710,Luis Montero,"$525,093","$651,995",2016
11711,Duje Dukan,"$525,093","$651,995",2016
11712,Jonathon Simmons,"$525,093","$651,995",2016
11713,Treveon Graham,"$525,093","$651,995",2016
11714,Cory Jefferson,"$362,878","$450,576",2016
11715,Elijah Millsap,"$352,936","$438,232",2016
11716,Nazr Mohammed,"$352,749","$437,999",2016
11717,Jarell Eddie,"$349,032","$433,384",2016
11718,Christian Wood,"$339,762","$421,874",2016
11719,Sean Kilpatrick,"$320,594","$398,072",2016
11720,Michael Beasley,"$306,526","$380,605",2016
11721,Jorge Gutierrez,"$300,899","$373,618",2016
11722,Jeff Ayres,"$251,890","$312,765",2016
11723,Lorenzo Brown,"$222,888","$276,754",2016
11724,Andrew Goudelock,"$200,600","$249,080",2016
11725,Scottie Wilbekin,"$200,000","$248,335",2016
11726,Erick Green,"$199,418","$247,611",2016
11727,Greg Smith,"$197,111","$244,747",2016
11728,Jordan McRae,"$172,971","$214,773",2016
11729,Henry Sims,"$161,633","$200,695",2016
11730,Xavier Munford,"$123,548","$153,406",2016
11731,Jordan Hamilton,"$119,461","$148,331",2016
11732,Alan Williams,"$114,284","$141,903",2016
11733,Orlando Johnson,"$111,444","$138,376",2016
11734,Jonathan Holmes,"$100,000","$124,167",2016
11735,Justin Harper,"$99,418","$123,444",2016
11736,Bryce Cotton,"$99,418","$123,444",2016
11737,Alex Stepheson,"$92,662","$115,055",2016
11738,Chuck Hayes,"$70,549","$87,598",2016
11739,Axel Toupane,"$61,775","$76,704",2016
11740,Bryce Dejean-Jones,"$61,775","$76,704",2016
11741,Keith Appling,"$61,775","$76,704",2016
11742,Coty Clarke,"$61,774","$76,703",2016
11743,Briante Weber,"$61,774","$76,702",2016
11744,Elliot Williams,"$57,726","$71,676",2016
11745,Quincy Miller,"$50,000","$62,083",2016
11746,Thanasis Antetokounmpo,"$30,887","$38,351",2016
11747,JJ O'Brien,"$30,887","$38,351",2016
11748,Nate Robinson,"$26,456","$32,849",2016
11749,Dorell Wright,"$17,637","$21,899",2016
11750,John Holland,"$9,266","$11,505",2016
11751,LeBron James,"$30,963,450","$38,066,911",2017
11752,Al Horford,"$26,540,100","$32,628,781",2017
11753,Kevin Durant,"$26,540,100","$32,628,781",2017
11754,James Harden,"$26,540,100","$32,628,781",2017
11755,Mike Conley,"$26,540,100","$32,628,781",2017
11756,Russell Westbrook,"$26,540,100","$32,628,781",2017
11757,DeMar DeRozan,"$26,540,100","$32,628,781",2017
11758,Dirk Nowitzki,"$25,000,000","$30,735,360",2017
11759,Carmelo Anthony,"$24,559,380","$30,193,655",2017
11760,Damian Lillard,"$24,328,425","$29,909,716",2017
11761,Chris Bosh,"$23,741,060","$29,187,601",2017
11762,Dwight Howard,"$23,500,000","$28,891,238",2017
11763,Dwyane Wade,"$23,200,000","$28,522,414",2017
11764,Chris Paul,"$22,868,827","$28,115,265",2017
11765,Harrison Barnes,"$22,116,750","$27,190,650",2017
11766,Andre Drummond,"$22,116,750","$27,190,650",2017
11767,Chandler Parsons,"$22,116,750","$27,190,650",2017
11768,Hassan Whiteside,"$22,116,750","$27,190,650",2017
11769,Anthony Davis,"$22,116,750","$27,190,650",2017
11770,Bradley Beal,"$22,116,750","$27,190,650",2017
11771,Derrick Rose,"$21,323,252","$26,215,113",2017
11772,Brook Lopez,"$21,165,675","$26,021,385",2017
11773,Kevin Love,"$21,165,675","$26,021,385",2017
11774,DeAndre Jordan,"$21,165,675","$26,021,385",2017
11775,Marc Gasol,"$21,165,675","$26,021,385",2017
11776,Nicolas Batum,"$20,869,566","$25,657,344",2017
11777,LaMarcus Aldridge,"$20,575,005","$25,295,207",2017
11778,Blake Griffin,"$20,093,064","$24,702,702",2017
11779,Paul Millsap,"$20,072,033","$24,676,846",2017
11780,Ryan Anderson,"$18,735,364","$23,033,526",2017
11781,Allen Crabbe,"$18,500,000","$22,744,166",2017
11782,Paul George,"$18,100,000","$22,252,400",2017
11783,Luol Deng,"$18,000,000","$22,129,459",2017
11784,Kyrie Irving,"$17,638,063","$21,684,488",2017
11785,Kawhi Leonard,"$17,638,063","$21,684,488",2017
11786,Jimmy Butler,"$17,552,209","$21,578,938",2017
11787,Tobias Harris,"$17,200,000","$21,145,927",2017
11788,Wesley Matthews,"$17,145,838","$21,079,340",2017
11789,Greg Monroe,"$17,145,838","$21,079,340",2017
11790,Enes Kanter,"$17,145,838","$21,079,340",2017
11791,Joakim Noah,"$17,000,000","$20,900,044",2017
11792,Evan Fournier,"$17,000,000","$20,900,044",2017
11793,Bismack Biyombo,"$17,000,000","$20,900,044",2017
11794,Klay Thompson,"$16,663,575","$20,486,439",2017
11795,Evan Turner,"$16,393,443","$20,154,334",2017
11796,Gordon Hayward,"$16,073,140","$19,760,549",2017
11797,Timofey Mozgov,"$16,000,000","$19,670,630",2017
11798,Ian Mahinmi,"$16,000,000","$19,670,630",2017
11799,Goran Dragic,"$15,891,725","$19,537,515",2017
11800,DeMarcus Cousins,"$15,756,438","$19,371,191",2017
11801,John Wall,"$15,756,438","$19,371,191",2017
11802,Kent Bazemore,"$15,730,337","$19,339,102",2017
11803,Pau Gasol,"$15,500,000","$19,055,923",2017
11804,Tristan Thompson,"$15,330,435","$18,847,457",2017
11805,Draymond Green,"$15,330,435","$18,847,457",2017
11806,Khris Middleton,"$15,200,000","$18,687,098",2017
11807,Danilo Gallinari,"$15,050,000","$18,502,686",2017
11808,Jeff Green,"$15,000,000","$18,441,216",2017
11809,Reggie Jackson,"$14,956,522","$18,387,763",2017
11810,Deron Williams,"$14,885,520","$18,300,471",2017
11811,Tony Parker,"$14,445,313","$17,759,275",2017
11812,Jonas Valanciunas,"$14,382,023","$17,681,466",2017
11813,DeMarre Carroll,"$14,200,000","$17,457,684",2017
11814,Rajon Rondo,"$14,000,000","$17,211,801",2017
11815,Eric Bledsoe,"$14,000,000","$17,211,801",2017
11816,Manu Ginobili,"$14,000,000","$17,211,801",2017
11817,Ricky Rubio,"$13,400,000","$16,474,152",2017
11818,Rudy Gay,"$13,333,333","$16,392,191",2017
11819,Jamal Crawford,"$13,253,012","$16,293,443",2017
11820,Robin Lopez,"$13,219,250","$16,251,936",2017
11821,Michael Kidd-Gilchrist,"$13,000,000","$15,982,387",2017
11822,JR Smith,"$12,800,000","$15,736,504",2017
11823,Brandon Knight,"$12,606,250","$15,498,305",2017
11824,Jordan Clarkson,"$12,500,000","$15,367,680",2017
11825,Arron Afflalo,"$12,500,000","$15,367,680",2017
11826,Tyson Chandler,"$12,415,000","$15,263,179",2017
11827,Miles Plumlee,"$12,400,000","$15,244,738",2017
11828,Eric Gordon,"$12,385,665","$15,227,114",2017
11829,John Henson,"$12,267,606","$15,081,971",2017
11830,Marvin Williams,"$12,250,000","$15,060,326",2017
11831,Serge Ibaka,"$12,250,000","$15,060,326",2017
11832,Stephen Curry,"$12,112,359","$14,891,108",2017
11833,Nikola Pekovic,"$12,100,000","$14,875,914",2017
11834,Kenneth Faried,"$12,078,652","$14,849,668",2017
11835,Thaddeus Young,"$12,078,652","$14,849,668",2017
11836,Amir Johnson,"$12,000,000","$14,752,972",2017
11837,Kemba Walker,"$12,000,000","$14,752,972",2017
11838,Kyle Lowry,"$12,000,000","$14,752,972",2017
11839,Marcin Gortat,"$12,000,000","$14,752,972",2017
11840,Nikola Vucevic,"$11,750,000","$14,445,619",2017
11841,Solomon Hill,"$11,709,603","$14,395,954",2017
11842,Jeremy Lin,"$11,483,254","$14,117,677",2017
11843,Andrew Bogut,"$11,410,378","$14,028,082",2017
11844,Courtney Lee,"$11,242,000","$13,821,076",2017
11845,Wilson Chandler,"$11,233,146","$13,810,191",2017
11846,Andre Iguodala,"$11,131,368","$13,685,064",2017
11847,Derrick Favors,"$11,050,000","$13,585,029",2017
11848,Austin Rivers,"$11,000,000","$13,523,558",2017
11849,Jrue Holiday,"$11,000,000","$13,523,558",2017
11850,Joe Johnson,"$11,000,000","$13,523,558",2017
11851,Jon Leuer,"$10,991,957","$13,513,670",2017
11852,Anderson Varejao,"$10,851,659","$13,341,184",2017
11853,Monta Ellis,"$10,763,500","$13,232,801",2017
11854,Mirza Teletovic,"$10,500,000","$12,908,851",2017
11855,Jared Dudley,"$10,470,000","$12,871,968",2017
11856,Al Jefferson,"$10,230,179","$12,577,129",2017
11857,Tyreke Evans,"$10,203,755","$12,544,643",2017
11858,Zach Randolph,"$10,000,000","$12,294,144",2017
11859,Terrence Ross,"$10,000,000","$12,294,144",2017
11860,Danny Green,"$10,000,000","$12,294,144",2017
11861,Alec Burks,"$9,904,495","$12,176,728",2017
11862,Omer Asik,"$9,904,494","$12,176,727",2017
11863,Iman Shumpert,"$9,662,922","$11,879,735",2017
11864,Matthew Dellavedova,"$9,607,500","$11,811,598",2017
11865,Jerryd Bayless,"$9,424,084","$11,586,104",2017
11866,Trevor Booker,"$9,250,000","$11,372,083",2017
11867,Meyers Leonard,"$9,213,484","$11,327,189",2017
11868,Gerald Henderson,"$9,000,000","$11,064,729",2017
11869,Moe Harkless,"$8,988,764","$11,050,915",2017
11870,Taj Gibson,"$8,950,000","$11,003,258",2017
11871,E'Twaun Moore,"$8,801,363","$10,820,522",2017
11872,Kris Humphries,"$8,630,000","$10,609,845",2017
11873,Ersan Ilyasova,"$8,400,000","$10,327,080",2017
11874,Dwight Powell,"$8,375,000","$10,296,345",2017
11875,Avery Bradley,"$8,269,663","$10,166,842",2017
11876,Tiago Splitter,"$8,250,000","$10,142,668",2017
11877,Darrell Arthur,"$8,070,175","$9,921,589",2017
11878,Kosta Koufos,"$8,046,500","$9,892,482",2017
11879,Tyler Zeller,"$8,000,000","$9,835,315",2017
11880,Jeff Teague,"$8,000,000","$9,835,315",2017
11881,Kevin Garnett,"$8,000,000","$9,835,315",2017
11882,Garrett Temple,"$8,000,000","$9,835,315",2017
11883,Anthony Tolliver,"$8,000,000","$9,835,315",2017
11884,George Hill,"$8,000,000","$9,835,315",2017
11885,Channing Frye,"$7,806,971","$9,598,002",2017
11886,Trevor Ariza,"$7,800,000","$9,589,432",2017
11887,Jose Calderon,"$7,708,427","$9,476,851",2017
11888,Al-Farouq Aminu,"$7,680,965","$9,443,088",2017
11889,Cole Aldrich,"$7,643,979","$9,397,617",2017
11890,Corey Brewer,"$7,612,172","$9,358,513",2017
11891,Festus Ezeli,"$7,400,000","$9,097,666",2017
11892,Markieff Morris,"$7,400,000","$9,097,666",2017
11893,JJ Redick,"$7,377,500","$9,070,004",2017
11894,Cory Joseph,"$7,315,000","$8,993,166",2017
11895,DJ Augustin,"$7,250,000","$8,913,254",2017
11896,Jeremy Lamb,"$7,000,000","$8,605,900",2017
11897,Louis Williams,"$7,000,000","$8,605,900",2017
11898,Rodney Stuckey,"$7,000,000","$8,605,900",2017
11899,Boris Diaw,"$7,000,000","$8,605,900",2017
11900,Sergio Rodriguez,"$6,800,000","$8,360,017",2017
11901,Carl Landry,"$6,750,000","$8,298,547",2017
11902,Ed Davis,"$6,666,667","$8,196,096",2017
11903,Isaiah Thomas,"$6,587,131","$8,098,313",2017
11904,Victor Oladipo,"$6,552,960","$8,056,303",2017
11905,Jodie Meeks,"$6,540,000","$8,040,370",2017
11906,Matt Barnes,"$6,508,351","$8,001,460",2017
11907,Aron Baynes,"$6,500,000","$7,991,193",2017
11908,Marco Belinelli,"$6,333,333","$7,786,290",2017
11909,Jae Crowder,"$6,286,408","$7,728,600",2017
11910,Tarik Black,"$6,191,000","$7,611,304",2017
11911,Lance Thomas,"$6,191,000","$7,611,304",2017
11912,Andrew Nicholson,"$6,088,993","$7,485,895",2017
11913,Patrick Patterson,"$6,050,000","$7,437,957",2017
11914,Andrew Wiggins,"$6,006,600","$7,384,600",2017
11915,Ramon Sessions,"$6,000,000","$7,376,486",2017
11916,Ishmael Smith,"$6,000,000","$7,376,486",2017
11917,Patrick Beverley,"$6,000,000","$7,376,486",2017
11918,Wayne Ellington,"$6,000,000","$7,376,486",2017
11919,Alex Abrines,"$5,994,764","$7,370,049",2017
11920,Karl-Anthony Towns,"$5,960,160","$7,327,506",2017
11921,Ben Simmons,"$5,903,160","$7,257,429",2017
