,Player,Actual,Adjusted,Year
8250,Jacque Vaughn,"$1,262,275","$1,709,325",2009
8251,Roko Ukic,"$1,250,000","$1,692,702",2009
8252,Ryan Anderson,"$1,225,200","$1,659,119",2009
8253,Jared Dudley,"$1,222,320","$1,655,219",2009
8254,Josh Boone,"$1,212,120","$1,641,407",2009
8255,Ronnie Price,"$1,188,000","$1,608,744",2009
8256,Courtney Lee,"$1,176,240","$1,592,819",2009
8257,Wilson Chandler,"$1,173,480","$1,589,082",2009
8258,Kyle Lowry,"$1,163,520","$1,575,594",2009
8259,Anthony Carter,"$1,147,533","$1,553,945",2009
8260,Lindsey Hunter,"$1,143,473","$1,548,447",2009
8261,Jamaal Magloire,"$1,141,838","$1,546,233",2009
8262,Ryan Bowen,"$1,141,838","$1,546,233",2009
8263,Sean Marks,"$1,141,838","$1,546,233",2009
8264,Michael Ruffin,"$1,141,838","$1,546,233",2009
8265,Kosta Koufos,"$1,129,320","$1,529,282",2009
8266,Rudy Fernandez,"$1,084,080","$1,468,020",2009
8267,Morris Almond,"$1,081,440","$1,464,445",2009
8268,Jordan Farmar,"$1,080,000","$1,462,495",2009
8269,Ime Udoka,"$1,080,000","$1,462,495",2009
8270,Sergio Rodriguez,"$1,048,800","$1,420,245",2009
8271,Aaron Brooks,"$1,045,560","$1,415,857",2009
8272,Maurice Ager,"$1,042,440","$1,411,632",2009
8273,Nicolas Batum,"$1,040,640","$1,409,195",2009
8274,Mardy Collins,"$1,034,760","$1,401,232",2009
8275,Arron Afflalo,"$1,015,440","$1,375,070",2009
8276,Ian Mahinmi,"$1,009,200","$1,366,620",2009
8277,George Hill,"$1,006,200","$1,362,557",2009
8278,Alando Tucker,"$1,001,880","$1,356,708",2009
8279,Chris Andersen,"$998,398","$1,351,992",2009
8280,Mike Wilks,"$998,398","$1,351,992",2009
8281,Devin Brown,"$998,398","$1,351,992",2009
8282,Melvin Ely,"$998,398","$1,351,992",2009
8283,Juan Dixon,"$998,398","$1,351,992",2009
8284,Darrell Arthur,"$977,160","$1,323,233",2009
8285,Ryan Hollins,"$972,581","$1,317,032",2009
8286,Chris Quinn,"$972,581","$1,317,032",2009
8287,Donte Greene,"$971,160","$1,315,108",2009
8288,DJ White,"$964,080","$1,305,520",2009
8289,JR Giddens,"$957,120","$1,296,095",2009
8290,Keith McLeod,"$926,678","$1,254,872",2009
8291,Dahntay Jones,"$926,678","$1,254,872",2009
8292,Kareem Rush,"$926,678","$1,254,872",2009
8293,Matt Barnes,"$926,678","$1,254,872",2009
8294,Yakhouba Diawara,"$875,000","$1,184,891",2009
8295,Gerald Green,"$854,957","$1,157,750",2009
8296,Josh Powell,"$854,957","$1,157,750",2009
8297,Quinton Ross,"$854,957","$1,157,750",2009
8298,Royal Ivey,"$854,957","$1,157,750",2009
8299,Brandon Bass,"$826,269","$1,118,902",2009
8300,James Singleton,"$826,269","$1,118,902",2009
8301,Von Wafer,"$826,269","$1,118,902",2009
8302,Stephen Graham,"$826,269","$1,118,902",2009
8303,Shavlik Randolph,"$826,269","$1,118,902",2009
8304,Jake Voskuhl,"$826,153","$1,118,745",2009
8305,Joey Dorsey,"$816,500","$1,105,673",2009
8306,Kyrylo Fesenko,"$810,000","$1,096,871",2009
8307,Kyle Weaver,"$806,452","$1,092,066",2009
8308,Randolph Morris,"$797,581","$1,080,054",2009
8309,Solomon Jones,"$797,581","$1,080,054",2009
8310,Leon Powe,"$797,581","$1,080,054",2009
8311,Anthony Roberson,"$797,581","$1,080,054",2009
8312,Tarence Kinsey,"$797,581","$1,080,054",2009
8313,Steve Novak,"$797,581","$1,080,054",2009
8314,Cheikh Samb,"$797,581","$1,080,054",2009
8315,Shannon Brown,"$797,581","$1,080,054",2009
8316,Juaquin Hawkins,"$797,581","$1,080,054",2009
8317,Paul Millsap,"$797,581","$1,080,054",2009
8318,Dikembe Mutombo,"$794,491","$1,075,869",2009
8319,Jeremy Richardson,"$769,431","$1,041,934",2009
8320,Luc Mbah a Moute,"$757,000","$1,025,100",2009
8321,Ramon Sessions,"$722,517","$978,405",2009
8322,Mario West,"$711,517","$963,509",2009
8323,Thomas Gardner,"$711,517","$963,509",2009
8324,Gabe Pruitt,"$711,517","$963,509",2009
8325,Glen Davis,"$711,517","$963,509",2009
8326,Aaron Gray,"$711,517","$963,509",2009
8327,Will Bynum,"$711,517","$963,509",2009
8328,CJ Watson,"$711,517","$963,509",2009
8329,Josh McRoberts,"$711,517","$963,509",2009
8330,Alex Acker,"$711,517","$963,509",2009
8331,Jamario Moon,"$711,517","$963,509",2009
8332,Joel Anthony,"$711,517","$963,509",2009
8333,Marcin Gortat,"$711,517","$963,509",2009
8334,Willie Solomon,"$711,517","$963,509",2009
8335,Dominic McGuire,"$711,517","$963,509",2009
8336,Mario Chalmers,"$700,000","$947,913",2009
8337,Fred Jones,"$622,531","$843,007",2009
8338,Austin Croshere,"$601,436","$814,440",2009
8339,DeAndre Jordan,"$550,000","$744,789",2009
8340,Henry Walker,"$542,114","$734,110",2009
8341,Mike Taylor,"$500,000","$677,081",2009
8342,Darnell Jackson,"$450,000","$609,372",2009
8343,Chris Douglas-Roberts,"$442,411","$599,096",2009
8344,Othello Hunter,"$442,114","$598,694",2009
8345,Sean Singletary,"$442,114","$598,694",2009
8346,Sonny Weems,"$442,114","$598,694",2009
8347,Walter Sharpe,"$442,114","$598,694",2009
8348,Anthony Morrow,"$442,114","$598,694",2009
8349,Sun Yue,"$442,114","$598,694",2009
8350,Bobby Brown,"$442,114","$598,694",2009
8351,Nathan Jawai,"$442,114","$598,694",2009
8352,Rob Kurz,"$429,111","$581,085",2009
8353,Jermareo Davidson,"$422,725","$572,438",2009
8354,Eddie Gill,"$387,613","$524,890",2009
8355,Shaun Livingston,"$370,000","$501,040",2009
8356,Malik Hairston,"$351,091","$475,434",2009
8357,Paul Davis,"$328,416","$444,728",2009
8358,Hassan Adams,"$297,163","$402,406",2009
8359,Jawad Williams,"$244,463","$331,042",2009
8360,Dee Brown,"$238,567","$323,057",2009
8361,Anthony Tolliver,"$213,255","$288,781",2009
8362,Cartier Martin,"$200,252","$271,173",2009
8363,Trey Johnson,"$187,258","$253,577",2009
8364,Courtney Sims,"$184,648","$250,043",2009
8365,DeMarcus Nelson,"$182,047","$246,521",2009
8366,Steven Hill,"$148,238","$200,738",2009
8367,Blake Ahearn,"$125,562","$170,031",2009
8368,Linton Johnson,"$125,374","$169,776",2009
8369,Andre Brown,"$107,908","$146,124",2009
8370,Demetris Nichols,"$87,893","$119,021",2009
8371,Desmon Farmer,"$83,708","$113,354",2009
8372,Richard Hendrix,"$57,215","$77,478",2009
8373,Dwayne Jones,"$46,812","$63,391",2009
8374,Tracy McGrady,"$23,239,562","$31,925,643",2010
8375,Kobe Bryant,"$23,034,375","$31,643,765",2010
8376,Jermaine O'Neal,"$23,016,000","$31,618,522",2010
8377,Tim Duncan,"$22,183,220","$30,474,480",2010
8378,Shaquille O'Neal,"$20,000,000","$27,475,254",2010
8379,Dirk Nowitzki,"$19,795,714","$27,194,613",2010
8380,Paul Pierce,"$19,795,712","$27,194,610",2010
8381,Rashard Lewis,"$18,876,000","$25,931,144",2010
8382,Ray Allen,"$18,776,860","$25,794,950",2010
8383,Michael Redd,"$17,040,000","$23,408,916",2010
8384,Pau Gasol,"$16,452,000","$22,601,144",2010
8385,Andrei Kirilenko,"$16,452,000","$22,601,144",2010
8386,Kevin Garnett,"$16,400,000","$22,529,708",2010
8387,Yao Ming,"$16,378,325","$22,499,932",2010
8388,Amare Stoudemire,"$16,378,325","$22,499,932",2010
8389,Vince Carter,"$16,300,000","$22,392,332",2010
8390,Gilbert Arenas,"$16,192,080","$22,244,075",2010
8391,Zach Randolph,"$16,000,000","$21,980,203",2010
8392,LeBron James,"$15,779,912","$21,677,854",2010
8393,Carmelo Anthony,"$15,779,912","$21,677,854",2010
8394,Dwyane Wade,"$15,779,912","$21,677,854",2010
8395,Chris Bosh,"$15,779,912","$21,677,854",2010
8396,Kenyon Martin,"$15,363,636","$21,105,990",2010
8397,Dwight Howard,"$15,202,590","$20,884,751",2010
8398,Joe Johnson,"$14,976,754","$20,574,506",2010
8399,Elton Brand,"$14,858,471","$20,412,013",2010
8400,Richard Jefferson,"$14,200,000","$19,507,430",2010
8401,Larry Hughes,"$13,655,268","$18,759,097",2010
8402,Chris Paul,"$13,520,500","$18,573,958",2010
8403,Carlos Boozer,"$13,520,500","$18,573,958",2010
8404,Predrag Stojakovic,"$13,392,000","$18,397,430",2010
8405,Jason Richardson,"$13,333,333","$18,316,835",2010
8406,Steve Nash,"$13,125,000","$18,030,635",2010
8407,Tony Parker,"$12,600,000","$17,309,410",2010
8408,Andrew Bynum,"$12,526,998","$17,209,122",2010
8409,Deron Williams,"$12,323,900","$16,930,114",2010
8410,Brad Miller,"$12,250,000","$16,828,593",2010
8411,Andre Iguodala,"$12,200,000","$16,759,905",2010
8412,Baron Davis,"$12,150,000","$16,691,216",2010
8413,Erick Dampier,"$12,115,500","$16,643,822",2010
8414,Chauncey Billups,"$12,100,000","$16,622,528",2010
8415,Samuel Dalembert,"$12,025,694","$16,520,449",2010
8416,Al Jefferson,"$12,000,000","$16,485,152",2010
8417,Tyson Chandler,"$11,850,000","$16,279,088",2010
8418,Antawn Jamison,"$11,641,095","$15,992,102",2010
8419,Richard Hamilton,"$11,625,000","$15,969,991",2010
8420,Zydrunas Ilgauskas,"$11,541,074","$15,854,697",2010
8421,Troy Murphy,"$11,047,619","$15,176,807",2010
8422,Monta Ellis,"$11,000,000","$15,111,389",2010
8423,Josh Howard,"$10,890,000","$14,960,275",2010
8424,Josh Smith,"$10,800,000","$14,836,637",2010
8425,Manu Ginobili,"$10,728,130","$14,737,904",2010
8426,Bobby Simmons,"$10,560,000","$14,506,934",2010
8427,Emeka Okafor,"$10,538,937","$14,477,998",2010
8428,Nenê,"$10,520,000","$14,451,983",2010
8429,Eddy Curry,"$10,500,423","$14,425,089",2010
8430,Chris Kaman,"$10,400,000","$14,287,132",2010
8431,Luol Deng,"$10,370,425","$14,246,503",2010
8432,Tayshaun Prince,"$10,324,380","$14,183,248",2010
8433,Kevin Martin,"$10,180,170","$13,985,137",2010
8434,Al Harrington,"$10,026,875","$13,774,546",2010
8435,Ben Gordon,"$10,000,000","$13,737,627",2010
8436,Andrew Bogut,"$10,000,000","$13,737,627",2010
8437,Danny Granger,"$9,930,500","$13,642,150",2010
8438,Jason Terry,"$9,862,500","$13,548,734",2010
8439,Mike Dunleavy,"$9,780,992","$13,436,762",2010
8440,Caron Butler,"$9,780,970","$13,436,731",2010
8441,Mike Miller,"$9,750,000","$13,394,186",2010
8442,Kirk Hinrich,"$9,500,000","$13,050,745",2010
8443,Cuttino Mobley,"$9,500,000","$13,050,745",2010
8444,Earl Watson,"$9,400,000","$12,913,368",2010
8445,Jamal Crawford,"$9,360,000","$12,858,418",2010
8446,Quentin Richardson,"$9,352,400","$12,847,978",2010
8447,Gerald Wallace,"$9,075,000","$12,466,896",2010
8448,David West,"$9,075,000","$12,466,896",2010
8449,Boris Diaw,"$9,000,000","$12,363,864",2010
8450,Andris Biedrins,"$9,000,000","$12,363,864",2010
8451,Darius Miles,"$9,000,000","$12,363,864",2010
8452,Hidayet Turkoglu,"$9,000,000","$12,363,864",2010
8453,Mehmet Okur,"$9,000,000","$12,363,864",2010
8454,Corey Maggette,"$8,937,931","$12,278,596",2010
8455,Maurice Williams,"$8,860,000","$12,171,537",2010
8456,Kenny Thomas,"$8,775,000","$12,054,767",2010
8457,TJ Ford,"$8,500,000","$11,676,983",2010
8458,Devin Harris,"$8,400,000","$11,539,606",2010
8459,Jose Calderon,"$8,219,009","$11,290,968",2010
8460,Jason Kidd,"$8,000,000","$10,990,101",2010
8461,Mark Blount,"$7,962,500","$10,938,585",2010
8462,Tim Thomas,"$7,773,055","$10,678,332",2010
8463,Paul Millsap,"$7,692,932","$10,568,263",2010
8464,Stephen Jackson,"$7,650,000","$10,509,284",2010
8465,Marcus Camby,"$7,650,000","$10,509,284",2010
8466,Marvin Williams,"$7,500,000","$10,303,220",2010
8467,Antonio McDyess,"$7,500,000","$10,303,220",2010
8468,Lamar Odom,"$7,500,000","$10,303,220",2010
8469,Darko Milicic,"$7,500,000","$10,303,220",2010
8470,Andres Nocioni,"$7,500,000","$10,303,220",2010
8471,Etan Thomas,"$7,350,000","$10,097,155",2010
8472,Marko Jaric,"$7,100,000","$9,753,715",2010
8473,Udonis Haslem,"$7,100,000","$9,753,715",2010
8474,David Lee,"$7,000,000","$9,616,338",2010
8475,Shane Battier,"$6,864,200","$9,429,781",2010
8476,Joel Przybilla,"$6,857,725","$9,420,886",2010
8477,Brian Cardinal,"$6,750,000","$9,272,898",2010
8478,Dan Gadzuric,"$6,749,260","$9,271,881",2010
8479,Andre Miller,"$6,730,800","$9,246,522",2010
8480,Shawn Marion,"$6,635,068","$9,115,008",2010
8481,Jerome James,"$6,600,000","$9,066,833",2010
8482,Leandro Barbosa,"$6,600,000","$9,066,833",2010
8483,Shareef Abdur-Rahim,"$6,600,000","$9,066,833",2010
8484,Andrea Bargnani,"$6,527,491","$8,967,223",2010
8485,Charlie Villanueva,"$6,500,000","$8,929,457",2010
8486,Luke Ridnour,"$6,500,000","$8,929,457",2010
8487,Matt Harpring,"$6,500,000","$8,929,457",2010
8488,Nazr Mohammed,"$6,466,600","$8,883,573",2010
8489,Vladimir Radmanovic,"$6,466,600","$8,883,573",2010
8490,Jared Jeffries,"$6,466,600","$8,883,573",2010
8491,Mike James,"$6,466,600","$8,883,573",2010
8492,Anderson Varejao,"$6,300,000","$8,654,705",2010
8493,Tony Battie,"$6,292,000","$8,643,714",2010
8494,Nick Collison,"$6,250,000","$8,586,016",2010
8495,Mike Bibby,"$6,217,617","$8,541,530",2010
8496,Morris Peterson,"$6,212,960","$8,535,132",2010
8497,Jason Kapono,"$6,212,960","$8,535,132",2010
8498,Jamaal Tinsley,"$6,190,300","$8,504,003",2010
8499,Jameer Nelson,"$6,138,888","$8,433,375",2010
8500,Jeff Foster,"$6,077,500","$8,349,042",2010
8501,DeSagana Diop,"$6,031,800","$8,286,261",2010
8502,James Posey,"$6,031,800","$8,286,261",2010
8503,Chris Duhon,"$6,031,800","$8,286,261",2010
8504,Beno Udrih,"$6,031,800","$8,286,261",2010
8505,Brendan Haywood,"$6,000,000","$8,242,576",2010
8506,Antonio Daniels,"$5,863,580","$8,055,167",2010
8507,Rasheed Wallace,"$5,854,000","$8,042,006",2010
8508,Trevor Ariza,"$5,854,000","$8,042,006",2010
8509,Metta World Peace,"$5,854,000","$8,042,006",2010
8510,Marcin Gortat,"$5,854,000","$8,042,006",2010
8511,LaMarcus Aldridge,"$5,844,827","$8,029,405",2010
8512,Francisco Garcia,"$5,800,000","$7,967,823",2010
8513,JR Smith,"$5,508,426","$7,567,270",2010
8514,Raymond Felton,"$5,501,196","$7,557,337",2010
8515,John Salmons,"$5,456,000","$7,495,249",2010
8516,Nenad Krstic,"$5,400,000","$7,418,318",2010
8517,Greg Oden,"$5,361,240","$7,365,071",2010
8518,Mickael Pietrus,"$5,300,000","$7,280,942",2010
8519,Adam Morrison,"$5,257,229","$7,222,185",2010
8520,Raja Bell,"$5,250,000","$7,212,254",2010
8521,Speedy Claxton,"$5,209,454","$7,156,553",2010
8522,Derrick Rose,"$5,184,480","$7,122,245",2010
8523,Kyle Korver,"$5,155,115","$7,081,904",2010
8524,Rafer Alston,"$5,053,133","$6,941,805",2010
8525,Derek Fisher,"$5,048,000","$6,934,754",2010
8526,Jason Maxiell,"$5,000,000","$6,868,813",2010
8527,Sasha Vujacic,"$5,000,000","$6,868,813",2010
8528,Blake Griffin,"$4,983,480","$6,846,118",2010
8529,Louis Williams,"$4,972,500","$6,831,035",2010
8530,Reggie Evans,"$4,960,000","$6,813,863",2010
8531,Steve Blake,"$4,930,000","$6,772,650",2010
8532,Luke Walton,"$4,840,000","$6,649,011",2010
8533,Kevin Durant,"$4,796,880","$6,589,774",2010
8534,Zaza Pachulia,"$4,750,000","$6,525,372",2010
8535,Tyrus Thomas,"$4,743,598","$6,516,578",2010
8536,Matt Carroll,"$4,700,000","$6,456,684",2010
8537,Michael Beasley,"$4,638,600","$6,372,335",2010
8538,Marcus Banks,"$4,553,793","$6,255,831",2010
8539,Darius Songaila,"$4,526,000","$6,217,650",2010
8540,Drew Gooden,"$4,500,000","$6,181,932",2010
8541,Jarrett Jack,"$4,500,000","$6,181,932",2010
8542,Hasheem Thabeet,"$4,458,840","$6,125,388",2010
8543,Trenton Hassell,"$4,350,000","$5,975,867",2010
8544,Martell Webster,"$4,344,000","$5,967,625",2010
8545,James Jones,"$4,320,000","$5,934,654",2010
8546,Al Horford,"$4,307,640","$5,917,675",2010
8547,Delonte West,"$4,254,250","$5,844,330",2010
8548,Kendrick Perkins,"$4,250,000","$5,838,491",2010
8549,OJ Mayo,"$4,165,560","$5,722,490",2010
8550,Ronny Turiaf,"$4,140,000","$5,687,377",2010
8551,Kwame Brown,"$4,100,000","$5,632,427",2010
8552,Daniel Gibson,"$4,088,500","$5,616,628",2010
8553,James Harden,"$4,054,160","$5,569,453",2010
8554,Nate Robinson,"$4,000,000","$5,495,050",2010
8555,Travis Outlaw,"$4,000,000","$5,495,050",2010
8556,Brandon Bass,"$4,000,000","$5,495,050",2010
8557,Rasual Butler,"$3,945,000","$5,419,493",2010
8558,Brandon Roy,"$3,910,816","$5,372,533",2010
8559,Fabricio Oberto,"$3,900,000","$5,357,673",2010
8560,DeShawn Stevenson,"$3,886,928","$5,339,716",2010
8561,Mike Conley,"$3,883,800","$5,335,419",2010
8562,Ryan Gomes,"$3,867,500","$5,313,027",2010
8563,Kurt Thomas,"$3,800,000","$5,220,298",2010
8564,Roger Mason,"$3,780,000","$5,192,823",2010
8565,Russell Westbrook,"$3,755,640","$5,159,358",2010
8566,CJ Miles,"$3,700,000","$5,082,922",2010
8567,Steven Hunter,"$3,696,000","$5,077,426",2010
8568,Willie Green,"$3,682,000","$5,058,194",2010
8569,Ramon Sessions,"$3,670,667","$5,042,625",2010
8570,Amir Johnson,"$3,666,666","$5,037,129",2010
8571,Chris Andersen,"$3,650,000","$5,014,233",2010
8572,Tyreke Evans,"$3,610,080","$4,959,393",2010
8573,Charlie Bell,"$3,596,000","$4,940,050",2010
8574,Randy Foye,"$3,575,761","$4,912,247",2010
8575,Keyon Dooling,"$3,564,000","$4,896,090",2010
8576,Jeff Green,"$3,516,960","$4,831,468",2010
8577,Brian Cook,"$3,500,000","$4,808,169",2010
8578,Carlos Delfino,"$3,500,000","$4,808,169",2010
8579,Brian Scalabrine,"$3,413,793","$4,689,741",2010
8580,Kevin Love,"$3,401,040","$4,672,221",2010
8581,Luis Scola,"$3,375,600","$4,637,273",2010
8582,Damien Wilkins,"$3,300,000","$4,533,416",2010
8583,Rudy Gay,"$3,280,997","$4,507,311",2010
8584,Matt Bonner,"$3,240,380","$4,451,513",2010
8585,Marc Gasol,"$3,240,000","$4,450,991",2010
8586,Kris Humphries,"$3,200,000","$4,396,040",2010
8587,Yi Jianlian,"$3,194,400","$4,388,347",2010
8588,Kelenna Azubuike,"$3,132,000","$4,302,624",2010
8589,Eduardo Najera,"$3,100,000","$4,258,664",2010
8590,Danilo Gallinari,"$3,089,040","$4,243,607",2010
8591,Glen Davis,"$3,000,000","$4,121,288",2010
8592,Hakim Warrick,"$3,000,000","$4,121,288",2010
8593,Chris Wilcox,"$3,000,000","$4,121,288",2010
8594,Grant Hill,"$3,000,000","$4,121,288",2010
8595,Carl Landry,"$3,000,000","$4,121,288",2010
8596,Andray Blatche,"$3,000,000","$4,121,288",2010
8597,Jonny Flynn,"$2,969,280","$4,079,086",2010
8598,Corey Brewer,"$2,916,120","$4,006,056",2010
8599,Eddie House,"$2,862,000","$3,931,708",2010
8600,Mark Madsen,"$2,840,000","$3,901,486",2010
8601,JJ Redick,"$2,839,408","$3,900,672",2010
8602,Eric Gordon,"$2,819,880","$3,873,845",2010
8603,Hilton Armstrong,"$2,801,198","$3,848,181",2010
8604,Thabo Sefolosha,"$2,759,628","$3,791,074",2010
8605,Jamario Moon,"$2,750,000","$3,777,847",2010
8606,Dorell Wright,"$2,750,000","$3,777,847",2010
8607,Aleksandar Pavlovic,"$2,750,000","$3,777,847",2010
8608,Ronnie Brewer,"$2,717,161","$3,732,734",2010
8609,Stephen Curry,"$2,710,560","$3,723,666",2010
8610,Brandan Wright,"$2,671,440","$3,669,924",2010
8611,Jerry Stackhouse,"$2,668,598","$3,666,019",2010
8612,Anthony Parker,"$2,644,230","$3,632,544",2010
8613,Joe Alexander,"$2,583,360","$3,548,923",2010
8614,Mikki Moore,"$2,537,952","$3,486,543",2010
8615,Maurice Evans,"$2,500,000","$3,434,406",2010
8616,Tony Allen,"$2,500,000","$3,434,406",2010
8617,Sebastian Telfair,"$2,500,000","$3,434,406",2010
8618,Dahntay Jones,"$2,500,000","$3,434,406",2010
8619,Craig Smith,"$2,500,000","$3,434,406",2010
8620,Michael Finley,"$2,500,000","$3,434,406",2010
8621,Ricky Davis,"$2,484,000","$3,412,426",2010
8622,Jordan Hill,"$2,483,280","$3,411,437",2010
8623,Joakim Noah,"$2,455,680","$3,373,521",2010
8624,Shawne Williams,"$2,416,067","$3,319,102",2010
8625,DJ Augustin,"$2,385,480","$3,277,083",2010
8626,Spencer Hawes,"$2,332,800","$3,204,713",2010
8627,David Andersen,"$2,300,000","$3,159,654",2010
8628,DeMar DeRozan,"$2,282,640","$3,135,805",2010
8629,Brook Lopez,"$2,225,880","$3,057,830",2010
8630,Acie Law,"$2,216,160","$3,044,477",2010
8631,Ryan Hollins,"$2,183,333","$2,999,381",2010
8632,Brandon Jennings,"$2,168,520","$2,979,031",2010
8633,Anthony Johnson,"$2,160,000","$2,967,327",2010
8634,Jerryd Bayless,"$2,143,080","$2,944,083",2010
8635,Renaldo Balkman,"$2,112,417","$2,901,959",2010
8636,Chuck Hayes,"$2,111,750","$2,901,043",2010
8637,Antoine Wright,"$2,110,550","$2,899,394",2010
8638,Thaddeus Young,"$2,105,400","$2,892,320",2010
8639,Ersan Ilyasova,"$2,100,000","$2,884,901",2010
8640,Rajon Rondo,"$2,094,922","$2,877,925",2010
8641,Chucky Atkins,"$2,066,455","$2,838,818",2010
8642,Jarvis Hayes,"$2,062,800","$2,833,797",2010
8643,Brent Barry,"$2,062,800","$2,833,797",2010
8644,Terrence Williams,"$2,060,040","$2,830,006",2010
8645,Josh Boone,"$2,056,968","$2,825,785",2010
8646,Jason Thompson,"$2,035,920","$2,796,870",2010
8647,Kyle Lowry,"$2,034,997","$2,795,602",2010
8648,Julian Wright,"$2,000,040","$2,747,580",2010
8649,Jannero Pargo,"$2,000,000","$2,747,525",2010
8650,Shannon Brown,"$2,000,000","$2,747,525",2010
8651,Bruce Bowen,"$2,000,000","$2,747,525",2010
8652,Channing Frye,"$2,000,000","$2,747,525",2010
8653,Marquis Daniels,"$1,990,000","$2,733,787",2010
8654,Ronald Murray,"$1,990,000","$2,733,787",2010
8655,Radoslav Nesterovic,"$1,990,000","$2,733,787",2010
8656,Gerald Henderson,"$1,957,080","$2,688,563",2010
8657,Jordan Farmar,"$1,947,240","$2,675,045",2010
8658,Brandon Rush,"$1,934,160","$2,657,076",2010
8659,Al Thornton,"$1,900,200","$2,610,423",2010
8660,Sergio Rodriguez,"$1,892,035","$2,599,207",2010
8661,Mardy Collins,"$1,867,742","$2,565,834",2010
8662,Tyler Hansbrough,"$1,859,160","$2,554,044",2010
8663,Anthony Randolph,"$1,837,560","$2,524,371",2010
8664,Goran Dragic,"$1,836,000","$2,522,228",2010
8665,Rodney Stuckey,"$1,805,040","$2,479,696",2010
8666,Earl Clark,"$1,766,280","$2,426,449",2010
8667,Robin Lopez,"$1,745,520","$2,397,930",2010
8668,Travis Diener,"$1,740,000","$2,390,347",2010
8669,Nick Young,"$1,714,800","$2,355,728",2010
8670,Francisco Elson,"$1,700,000","$2,335,396",2010
8671,Austin Daye,"$1,677,840","$2,304,954",2010
8672,Marreese Speights,"$1,658,280","$2,278,083",2010
8673,Jose Juan Barea,"$1,657,500","$2,277,011",2010
8674,Sean Williams,"$1,629,120","$2,238,024",2010
8675,Hamed Haddadi,"$1,627,779","$2,236,182",2010
